ID,age,workclass,education,marital_status,occupation,relationship,race,sex,native_country,amount
874,36, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States, >50K
875,43, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Male, United-States, <=50K
876,44, Self-emp-not-inc, Some-college, Divorced, Farming-fishing, Unmarried, White, Male, United-States, <=50K
877,44, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States, >50K
878,43, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
879,51, Private, 7th-8th, Widowed, Other-service, Unmarried, Black, Female, United-States, <=50K
880,18, Private, HS-grad, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
881,51, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
882,44, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
883,33, Local-gov, 10th, Divorced, Transport-moving, Not-in-family, White, Male, United-States, <=50K
884,33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
885,42, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
886,25, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
887,32, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female, United-States, <=50K
888,32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male, Mexico, <=50K
889,36, Private, 10th, Divorced, Exec-managerial, Unmarried, White, Female, United-States, <=50K
890,28, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
891,20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
892,35, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
893,55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
894,48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, India, >50K
895,34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
896,28, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Female, United-States, <=50K
897,67, Private, Bachelors, Widowed, Exec-managerial, Not-in-family, White, Male, United-States, >50K
898,37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
899,44, Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Male, United-States, <=50K
900,25, Private, Some-college, Never-married, Sales, Not-in-family, White, Female, United-States, <=50K
901,21, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female, United-States, <=50K
902,40, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
903,78, Private, HS-grad, Widowed, Other-service, Not-in-family, Black, Female, United-States, <=50K
904,34, Private, HS-grad, Divorced, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
905,49, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
906,22, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
907,60, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Unmarried, White, Male, United-States, <=50K
908,45, Local-gov, HS-grad, Widowed, Protective-serv, Not-in-family, White, Male, United-States, >50K
909,63, Private, Assoc-voc, Divorced, Other-service, Not-in-family, White, Female, United-States, <=50K
910,41, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female, United-States, <=50K
911,47, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female, United-States, <=50K
912,44, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male, United-States, <=50K
913,51, Private, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
914,46, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
915,41, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
916,50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
917,47, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, >50K
918,35, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
919,56, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
920,45, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
921,48, Federal-gov, Bachelors, Divorced, Exec-managerial, Unmarried, White, Male, United-States, >50K
922,40, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
923,39, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
924,20, Private, Some-college, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
925,50, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
926,38, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States, >50K
927,23, Local-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Female, United-States, <=50K
928,31, Private, HS-grad, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
929,58, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, <=50K
930,66, Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, Black, Male, United-States, <=50K
931,39, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
932,54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
933,26, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, Germany, <=50K
934,51, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female, United-States, <=50K
935,34, Private, Assoc-voc, Never-married, Transport-moving, Own-child, White, Male, United-States, <=50K
936,50, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, >50K
937,42, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
938,38, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
939,48, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, <=50K
940,33, Private, Assoc-voc, Married-civ-spouse, Tech-support, Wife, White, Female, United-States, >50K
941,51, Private, HS-grad, Widowed, Other-service, Unmarried, White, Female, United-States, <=50K
942,22, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male, United-States, <=50K
943,41, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male, Japan, <=50K
944,48, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
945,42, Private, HS-grad, Separated, Sales, Not-in-family, White, Female, United-States, <=50K
946,34, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male, United-States, <=50K
947,23, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Black, Female, United-States, <=50K
948,56, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male, Yugoslavia, <=50K
949,30, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male, ?, <=50K
950,45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
951,48, Private, 10th, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, <=50K
952,48, Self-emp-inc, Masters, Married-spouse-absent, Sales, Not-in-family, Asian-Pac-Islander, Male, India, <=50K
953,31, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
954,20, State-gov, Assoc-acdm, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
955,27, Private, Some-college, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
956,32, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female, United-States, <=50K
957,37, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male, United-States, <=50K
958,34, Private, HS-grad, Divorced, Priv-house-serv, Unmarried, Black, Female, United-States, <=50K
959,90, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female, United-States, <=50K
960,23, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Female, United-States, <=50K
961,43, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
962,44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
963,24, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female, United-States, <=50K
964,28, Private, Prof-school, Divorced, Prof-specialty, Unmarried, White, Male, United-States, <=50K
965,23, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male, United-States, <=50K
966,20, Private, Some-college, Never-married, Sales, Not-in-family, White, Female, United-States, <=50K
967,36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
968,61, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
969,53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, Canada, >50K
970,30, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, >50K
971,52, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
972,38, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male, Iran, <=50K
973,32, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
974,30, Self-emp-not-inc, 12th, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
975,41, Private, Assoc-voc, Divorced, Craft-repair, Not-in-family, White, Female, United-States, <=50K
976,49, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
977,45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
978,43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
979,61, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
980,54, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male, Mexico, <=50K
981,34, Private, Assoc-acdm, Separated, Other-service, Unmarried, White, Female, United-States, <=50K
982,49, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
983,38, Private, Some-college, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
984,35, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
985,36, Private, 12th, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
986,30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
987,36, Private, Assoc-acdm, Divorced, Tech-support, Not-in-family, White, Female, United-States, <=50K
988,22, Local-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Female, United-States, <=50K
989,38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
990,37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
991,48, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States, >50K
992,17, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male, United-States, <=50K
993,19, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Own-child, White, Male, United-States, <=50K
994,27, Private, Bachelors, Never-married, Sales, Not-in-family, Black, Female, United-States, <=50K
995,22, Private, Bachelors, Never-married, Sales, Own-child, Asian-Pac-Islander, Male, Taiwan, <=50K
996,49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
997,43, State-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States, >50K
998,43, Private, Bachelors, Separated, Prof-specialty, Unmarried, White, Female, United-States, <=50K
999,19, Local-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female, United-States, <=50K
1000,58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
1001,41, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States, >50K
1002,31, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, <=50K
1003,30, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
1004,32, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States, <=50K
1005,29, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
1006,42, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
1007,38, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Male, United-States, <=50K
1008,41, Federal-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
1009,44, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, White, Male, United-States, >50K
1010,31, Private, Doctorate, Married-spouse-absent, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male, China, <=50K
1011,34, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male, United-States, <=50K
1012,21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male, United-States, <=50K
1013,22, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male, India, <=50K
1014,62, Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
1015,29, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Wife, White, Female, United-States, >50K
1016,43, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female, United-States, <=50K
1017,45, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, >50K
1018,39, Self-emp-inc, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male, Mexico, <=50K
1019,41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male, United-States, <=50K
1020,34, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States, >50K
1021,34, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female, United-States, <=50K
1022,31, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
1023,29, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
1024,41, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
1025,41, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
1026,35, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male, Mexico, >50K
1027,33, Private, Bachelors, Married-civ-spouse, Sales, Wife, White, Female, United-States, >50K
1028,37, State-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male, United-States, <=50K
1029,69, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Female, United-States, <=50K
1030,34, Private, HS-grad, Divorced, Handlers-cleaners, Own-child, White, Female, United-States, <=50K
1031,36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
1032,41, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
1033,58, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States, >50K
1034,53, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, Japan, <=50K
1035,29, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, <=50K
1036,45, Federal-gov, HS-grad, Divorced, Tech-support, Not-in-family, White, Female, United-States, <=50K
1037,34, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
1038,36, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, <=50K
1039,48, Private, Some-college, Divorced, Other-service, Unmarried, Black, Female, United-States, <=50K
1040,20, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
1041,35, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, >50K
1042,63, Federal-gov, HS-grad, Widowed, Handlers-cleaners, Not-in-family, Black, Male, United-States, <=50K
1043,41, Self-emp-not-inc, Some-college, Divorced, Other-service, Unmarried, White, Male, United-States, <=50K
1044,28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
1045,30, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Female, United-States, <=50K
1046,31, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female, Mexico, <=50K
1047,37, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
1048,31, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, Jamaica, >50K
1049,46, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
1050,35, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male, United-States, >50K
1051,27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
1052,41, Private, 1st-4th, Married-civ-spouse, Craft-repair, Husband, White, Male, Mexico, <=50K
1053,19, Private, Some-college, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
1054,20, Private, Some-college, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
1055,59, Federal-gov, HS-grad, Widowed, Sales, Unmarried, White, Female, Germany, <=50K
1056,40, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male, United-States, <=50K
1057,56, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
1058,33, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
1059,30, Self-emp-inc, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female, United-States, <=50K
1060,46, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
1061,61, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
1062,50, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
1063,25, Private, HS-grad, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
1064,40, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female, United-States, <=50K
1065,51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
1066,43, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States, <=50K
1067,34, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male, Mexico, <=50K
1068,46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
1069,28, State-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States, >50K
1070,20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
1071,44, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
1072,51, Private, HS-grad, Widowed, Transport-moving, Unmarried, White, Male, United-States, <=50K
1073,33, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
1074,54, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, >50K
1075,50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States, >50K
1076,33, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female, United-States, <=50K
1077,65, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, >50K
1078,88, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
1079,40, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male, United-States, <=50K
1080,51, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
1081,50, Private, 11th, Divorced, Other-service, Not-in-family, Black, Female, United-States, <=50K
1082,25, Private, Masters, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male, United-States, >50K
1083,20, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Male, United-States, <=50K
1084,47, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male, United-States, <=50K
1085,22, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
1086,50, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
1087,47, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female, United-States, <=50K
1088,24, Local-gov, 11th, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male, United-States, <=50K
1089,40, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female, United-States, >50K
1090,36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
1091,32, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, <=50K
1092,44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
1093,59, Federal-gov, Some-college, Never-married, Exec-managerial, Own-child, Black, Female, United-States, <=50K
1094,65, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
1095,24, State-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
1096,27, Local-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Male, United-States, <=50K
1097,51, Private, Assoc-voc, Divorced, Other-service, Not-in-family, White, Male, United-States, <=50K
1098,48, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
1099,39, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
1100,28, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, <=50K
1101,19, Private, Some-college, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
1102,49, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Female, United-States, <=50K
1103,51, Local-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
1104,59, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
1105,18, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female, Dominican-Republic, <=50K
1106,45, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male, United-States, >50K
1107,30, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
1108,37, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male, United-States, <=50K
1109,44, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male, United-States, >50K
1110,33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male, United-States, <=50K
1111,61, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
1112,61, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States, <=50K
1113,38, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
1114,36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
1115,44, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
1116,37, Private, Some-college, Separated, Adm-clerical, Own-child, White, Male, United-States, <=50K
1117,31, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Female, United-States, <=50K
1118,54, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
1119,20, Private, Some-college, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
1120,48, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male, United-States, >50K
1121,31, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
1122,38, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
1123,45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
1124,48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
1125,53, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
1126,55, Private, HS-grad, Widowed, Adm-clerical, Own-child, White, Female, United-States, <=50K
1127,29, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
1128,36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
1129,42, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
1130,50, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female, England, <=50K
1131,75, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
1132,46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
1133,52, Federal-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female, United-States, <=50K
1134,27, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
1135,43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
1136,31, Private, 11th, Separated, Other-service, Not-in-family, Black, Female, United-States, <=50K
1137,23, Private, Some-college, Never-married, Sales, Not-in-family, White, Female, United-States, <=50K
1138,34, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female, United-States, <=50K
1139,41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Other-relative, White, Female, Cuba, <=50K
1140,31, Private, HS-grad, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
1141,42, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
1142,35, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, >50K
1143,55, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
1144,36, State-gov, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Female, United-States, <=50K
1145,65, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
1146,38, Local-gov, Some-college, Never-married, Other-service, Not-in-family, White, Male, United-States, <=50K
1147,62, Private, Some-college, Widowed, Other-service, Not-in-family, White, Female, United-States, <=50K
1148,54, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
1149,49, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male, United-States, <=50K
1150,34, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, <=50K
1151,32, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female, United-States, <=50K
1152,51, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
1153,48, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
1154,52, Federal-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
1155,28, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Not-in-family, White, Male, United-States, <=50K
1156,29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, United-States, <=50K
1157,38, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
1158,57, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
